compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,std_total_error,median_total_error,mean_signature_error,variance_signature_error,mean_compound_error,mean_context_error,mean_signature_reconstruction_loss,mean_compound_reconstruction_bce,mean_signature_sign_accuracy,mean_compound_bitwise_accuracy,error_percentile,predictability_score
5197,Pyridoxine (hydrochloride); Pyridoxine Hydrochloride,287,0.12444831,0.0007744769,0.027829427,0.12453863,0.0852895,0.0006638641,0.03390224,0.009794488,0.171085960261324,0.010517847,0.9767053226829268,0.9958962,0.0022710068130204,0.9977289931869796
609,Captopril,146,0.12528913,0.0010255878,0.0320248,0.12199998,0.07581893,0.00082690606,0.042180862,0.013236308,0.2426026067808219,0.008645852,0.9580070888356164,0.99721533,0.0024224072672218,0.9975775927327782
5153,Vinblastine (sulfate); Vinblastine Sulfate,143,0.12566298,0.0010674997,0.032672618,0.12210566,0.096629776,0.00094603456,0.024809353,0.0054854094,0.1610840463706293,0.011587638,0.981484425944056,0.9963359000000002,0.0025738077214231,0.9974261922785768
5146,"2-Pyridinamine, 3-((1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy)-5-(1-(4-piperidinyl)-1H-pyrazol-4-yl)-, hydrochloride (1:1); Crizotinib (hydrochloride)",143,0.1264931,0.00095431745,0.030892035,0.124368995,0.09485441,0.0008560756,0.026955286,0.0073795835,0.1620070995244755,0.020364765,0.9771501891608392,0.99369776,0.0027252081756245,0.9972747918243756
5280,Artenimol; Dihydroartemisinin,143,0.12871619,0.00087893114,0.029646771,0.12788203,0.08479563,0.00078016333,0.03950479,0.0074114823,0.1741841894475524,0.009622964,0.973821927972028,0.9975084,0.0028766086298258,0.997123391370174
5150,Doxycycline (monohydrate); Invertin,139,0.1287253,0.0007085368,0.026618361,0.12755515,0.07453088,0.00060572487,0.047198396,0.012250017,0.1640526409352518,0.039728098,0.9765747777697844,0.9853437,0.0030280090840272,0.9969719909159728
5134,Idarubicin (hydrochloride); Idarubicin Hydrochloride,142,0.12901984,0.00061934907,0.024886724,0.12707129,0.083255835,0.00053889805,0.041523896,0.007177144,0.1312535630070422,0.008396865,0.987940145,0.9975084,0.0031794095382286,0.9968205904617714
5535,Gallic acid (hydrate); Gallic acid monohydrate,291,0.12903075,0.0010838972,0.03292259,0.12685528,0.089345016,0.0009634361,0.033490684,0.00977573,0.160021219395189,0.0022707535,0.9784223272852234,0.9991206,0.0033308099924299,0.99666919000757
5287,Daptomycin,138,0.12904805,0.0006822509,0.026119929,0.124819085,0.07824997,0.00057408266,0.042289097,0.015391687,0.2222695235797101,0.008429069,0.9645108913768116,0.9979481,0.0034822104466313,0.9965177895533688
5156,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-; Levobupivacaine (hydrochloride)",136,0.13043715,0.0011016135,0.03319057,0.1288439,0.079619184,0.0008593693,0.044673294,0.011405437,0.146367332125,0.005607384,0.977501885,0.9985344,0.0036336109008327,0.9963663890991672
5143,Belumosudil (mesylate),278,0.13095969,0.00075272244,0.02743579,0.13208629,0.08587129,0.0006242593,0.03762531,0.013608568,0.2070744227122302,0.020358725,0.966098486438849,0.9922321400000002,0.003785011355034,0.996214988644966
5133,Tirabrutinib (hydrochloride); Tirabrutinib hydrochloride,140,0.13291901,0.0009911692,0.031482838,0.1284647,0.09800371,0.0008876781,0.0301768,0.00848558,0.15254643155,0.03872522,0.9779952867857143,0.9869559,0.0039364118092354,0.9960635881907646
754,Clobetasol Propionate; Clobetasol propionate,144,0.13310911,0.00076434517,0.027646793,0.13064149,0.092316106,0.0007092801,0.035963465,0.008271787,0.1754884362916666,0.017262954,0.9747448511805556,0.9950169,0.0040878122634367,0.9959121877365632
755,Betamethasone Dipropionate; Betamethasone dipropionate,141,0.13331027,0.0011723904,0.03424019,0.13385195,0.08749601,0.0009890045,0.040272158,0.009679507,0.1689723883475177,0.015497904,0.9755282984397164,0.9954565,0.0042392127176381,0.9957607872823618
